loan_id,credit_score,ltv_ratio,dti_ratio,loan_amount,loan_age_months,original_interest_rate,num_units,occupancy_type,loan_purpose,state,property_value,num_borrowers,months_since_last_payment,is_delinquent,refinance_probability,loan_status,servicing_fee,next_payment_date
FMAC-00393,587,71.45,37.26,745078,96,5.507,1,Primary,Refinance,TX,735847,2,0,0,0.463,Current,155.22,2026-01-28
FMAC-00394,808,76.36,37.24,797997,168,8.478,1,Primary,Refinance,PA,199895,1,0,0,0.28,Current,166.25,2026-01-29
FMAC-00395,762,76.67,57.73,866460,156,6.23,1,Primary,Purchase,FL,541752,2,1,1,0.301,Current,180.51,2026-01-30
FMAC-00396,647,72.45,24.14,127599,105,7.698,1,Investment,Refinance,OH,369999,2,0,0,0.268,Paid Off,26.58,2026-01-31
FMAC-00397,560,74.12,43.06,228469,193,5.956,1,Second Home,Purchase,NC,353555,2,0,1,0.361,Current,47.6,2026-02-01
FMAC-00398,774,101.98,52.89,320270,330,6.386,1,Primary,Purchase,FL,1009395,2,0,1,0.378,30-Day DQ,66.72,2026-02-02
FMAC-00399,671,86.41,60.71,125406,132,8.642,1,Primary,Cash-Out Refinance,NY,1003247,1,0,0,0.4,60-Day DQ,26.13,2026-02-03
FMAC-00400,766,73.57,33.96,914089,355,7.025,1,Primary,Purchase,GA,1049456,2,0,1,0.312,Paid Off,190.44,2026-02-04
FMAC-00401,568,88.45,42.91,147560,138,6.086,1,Primary,Purchase,GA,1023194,2,0,1,0.458,Current,30.74,2026-02-05
FMAC-00402,638,72.99,43.7,596394,331,5.68,1,Primary,Purchase,NY,636809,1,0,1,0.557,90+ DQ,124.25,2026-02-06
FMAC-00403,680,95.6,39.95,708431,270,5.79,3,Primary,Cash-Out Refinance,PA,724434,2,0,1,0.385,Paid Off,147.59,2026-02-07
FMAC-00404,683,83.54,37.01,600112,38,7.99,1,Investment,Purchase,FL,244776,2,0,0,0.331,Current,125.02,2026-02-08
FMAC-00405,648,76.39,42.36,224575,45,7.419,1,Primary,Purchase,NC,158933,1,0,0,0.271,Current,46.79,2026-02-09
FMAC-00406,723,84.72,12.68,134943,163,5.122,1,Primary,Cash-Out Refinance,NC,143856,2,0,0,0.4,Current,28.11,2026-02-10
FMAC-00407,605,54.44,44.82,155839,331,6.605,1,Primary,Purchase,NY,661544,2,3,1,0.573,Current,32.47,2026-02-11
FMAC-00408,670,61.1,39.26,686962,253,6.42,1,Investment,Purchase,GA,523831,2,0,0,0.494,Current,143.12,2026-02-12
FMAC-00409,688,60.09,35.78,629633,169,6.879,1,Primary,Refinance,NY,221638,1,0,1,0.64,Current,131.17,2026-02-13
FMAC-00410,716,80.14,58.47,329495,285,5.776,1,Primary,Purchase,TX,1033016,1,0,1,0.395,30-Day DQ,68.64,2026-02-14
FMAC-00411,729,103.99,31.25,130390,274,7.817,3,Investment,Cash-Out Refinance,TX,894733,1,0,0,0.538,Current,27.16,2026-02-15
FMAC-00412,601,105.0,33.97,830401,20,6.498,1,Second Home,Purchase,TX,829353,2,0,1,0.367,60-Day DQ,173.0,2026-02-16
FMAC-00413,572,87.57,57.92,401701,239,6.948,2,Primary,Cash-Out Refinance,CA,974479,2,0,1,0.372,Current,83.69,2026-02-17
FMAC-00414,769,85.51,29.68,81906,270,5.558,1,Primary,Cash-Out Refinance,OH,449135,2,0,0,0.75,Current,17.06,2026-02-18
FMAC-00415,703,50.98,32.5,612249,310,5.619,1,Investment,Purchase,AZ,949490,1,0,1,0.392,Current,127.55,2026-02-19
FMAC-00416,627,69.86,36.53,237212,31,9.689,1,Primary,Purchase,IL,592474,1,0,0,0.471,Current,49.42,2026-02-20
FMAC-00417,788,66.18,46.41,269773,314,8.66,1,Primary,Cash-Out Refinance,CA,1082430,2,0,1,0.35,30-Day DQ,56.2,2026-02-21
FMAC-00418,688,68.69,40.08,419711,104,6.416,1,Primary,Purchase,NC,1032511,2,1,0,0.336,Current,87.44,2026-02-22
FMAC-00419,762,75.48,25.07,422808,170,8.34,1,Primary,Refinance,PA,942252,2,0,0,0.223,Current,88.08,2026-02-23
FMAC-00420,684,70.92,32.68,161199,186,7.955,1,Investment,Refinance,GA,1032930,2,3,1,0.392,Foreclosure,33.58,2026-02-24
FMAC-00421,824,48.31,31.93,865216,128,5.75,1,Primary,Refinance,PA,1090135,2,0,0,0.358,Current,180.25,2026-02-25
FMAC-00422,802,89.22,37.23,179764,210,5.63,2,Primary,Refinance,NY,320712,2,3,1,0.445,60-Day DQ,37.45,2026-02-26
FMAC-00423,662,61.91,42.26,202357,281,7.302,1,Investment,Purchase,GA,1117765,2,0,0,0.217,Current,42.16,2026-02-27
FMAC-00424,748,81.59,42.18,422873,253,6.812,3,Primary,Purchase,IL,891376,2,0,0,0.463,Current,88.1,2026-02-28
FMAC-00425,725,105.0,20.24,501777,19,6.018,1,Primary,Cash-Out Refinance,IL,531042,2,0,0,0.305,Current,104.54,2026-03-01
FMAC-00426,775,64.21,48.64,392712,200,7.365,3,Investment,Refinance,FL,916929,2,0,0,0.399,Paid Off,81.82,2026-03-02
FMAC-00427,612,40.05,40.53,939734,220,4.769,1,Primary,Refinance,PA,914155,1,0,1,0.371,Current,195.78,2026-03-03
FMAC-00428,728,73.71,51.85,699256,136,6.638,1,Primary,Cash-Out Refinance,AZ,1052791,1,0,0,0.557,90+ DQ,145.68,2026-03-04
FMAC-00429,754,94.51,42.44,240576,223,5.013,1,Primary,Refinance,IL,898277,1,2,0,0.288,Paid Off,50.12,2026-03-05
FMAC-00430,556,105.0,49.01,903578,3,5.053,1,Primary,Purchase,OH,561322,2,0,1,0.47,Current,188.25,2026-03-06
FMAC-00431,597,59.56,42.67,644585,236,5.652,1,Investment,Cash-Out Refinance,FL,316879,1,0,0,0.53,Current,134.29,2026-03-07
FMAC-00432,537,85.45,51.46,690682,342,6.936,1,Primary,Purchase,AZ,181434,1,0,1,0.458,30-Day DQ,143.89,2026-03-08
FMAC-00433,661,71.02,43.22,541823,228,5.69,1,Primary,Purchase,GA,1042967,2,0,1,0.348,Current,112.88,2026-03-09
FMAC-00434,730,76.41,37.02,96939,142,5.038,1,Primary,Purchase,PA,1105844,1,0,1,0.325,Current,20.2,2026-03-10
FMAC-00435,785,105.0,60.72,523931,9,7.073,1,Primary,Refinance,PA,547905,2,0,1,0.495,Current,109.15,2026-03-11
FMAC-00436,685,55.46,46.89,386604,190,8.291,1,Second Home,Cash-Out Refinance,AZ,438551,2,3,0,0.356,30-Day DQ,80.54,2026-03-12
FMAC-00437,794,81.81,43.74,279294,350,7.267,1,Second Home,Purchase,AZ,1106137,2,0,0,0.302,30-Day DQ,58.19,2026-03-13
FMAC-00438,583,85.02,25.24,142119,165,8.662,3,Investment,Purchase,IL,951198,1,0,0,0.435,Current,29.61,2026-03-14
FMAC-00439,560,94.29,25.12,770681,139,8.191,1,Primary,Refinance,GA,608469,1,0,1,0.316,Current,160.56,2026-03-15
FMAC-00440,676,79.47,40.93,224258,276,5.915,1,Primary,Refinance,FL,736288,1,6,1,0.398,Foreclosure,46.72,2026-03-16
FMAC-00441,706,82.62,39.46,489675,291,7.259,3,Primary,Refinance,OH,939941,2,0,1,0.323,Current,102.02,2026-03-17
FMAC-00442,677,72.13,31.86,298827,53,6.39,1,Second Home,Refinance,NC,928786,2,2,0,0.368,30-Day DQ,62.26,2026-03-18
FMAC-00443,535,82.04,39.41,347201,175,7.775,1,Primary,Refinance,NC,400714,1,0,1,0.309,Current,72.33,2026-03-19
FMAC-00444,673,72.85,53.89,229805,110,6.39,1,Primary,Purchase,CA,116263,2,0,0,0.477,60-Day DQ,47.88,2026-03-20
FMAC-00445,588,87.32,44.95,885589,203,5.554,1,Primary,Purchase,OH,602574,1,0,0,0.633,Foreclosure,184.5,2026-03-21
FMAC-00446,726,72.46,26.59,901462,136,8.148,1,Primary,Purchase,GA,709563,2,0,0,0.234,Current,187.8,2026-03-22
FMAC-00447,705,83.66,36.88,230685,4,6.881,1,Primary,Cash-Out Refinance,GA,875299,2,0,0,0.391,Current,48.06,2026-03-23
FMAC-00448,614,77.56,29.95,712900,155,5.704,1,Investment,Purchase,FL,1170807,2,0,1,0.455,Current,148.52,2026-03-24
FMAC-00449,644,94.89,34.12,457224,172,5.902,1,Primary,Refinance,PA,803091,2,0,1,0.51,Current,95.26,2026-03-25
FMAC-00450,605,77.23,33.86,949460,358,5.696,1,Primary,Purchase,CA,909532,2,1,1,0.571,Current,197.8,2026-03-26
FMAC-00451,675,51.4,33.22,559498,47,5.298,4,Primary,Purchase,FL,1116339,2,1,0,0.472,Current,116.56,2026-03-27
FMAC-00452,746,96.93,25.45,216260,94,5.927,1,Second Home,Purchase,CA,290409,2,1,1,0.399,Current,45.05,2026-03-28
FMAC-00453,610,64.41,36.72,318178,48,6.948,3,Primary,Purchase,PA,873418,2,1,1,0.48,Current,66.29,2026-03-29
FMAC-00454,715,68.19,32.39,339418,240,6.577,3,Primary,Purchase,NY,111357,2,0,0,0.273,30-Day DQ,70.71,2026-03-30
FMAC-00455,642,69.07,10.0,109680,347,5.974,1,Primary,Refinance,CA,560189,2,0,0,0.247,Current,22.85,2026-03-31
FMAC-00456,624,98.62,58.53,314433,213,8.295,1,Primary,Purchase,FL,780306,2,1,0,0.627,Current,65.51,2026-04-01
FMAC-00457,672,45.96,48.89,444446,340,4.087,1,Primary,Refinance,NY,679437,2,0,0,0.456,Current,92.59,2026-04-02
FMAC-00458,607,105.0,34.24,547616,324,6.867,2,Primary,Purchase,AZ,1154142,2,0,0,0.384,30-Day DQ,114.09,2026-04-03
FMAC-00459,641,93.84,38.19,528934,139,6.329,1,Primary,Purchase,OH,746762,1,0,1,0.501,Current,110.19,2026-04-04
FMAC-00460,596,81.35,26.28,640733,205,5.336,4,Primary,Purchase,IL,928008,1,0,1,0.521,Current,133.49,2026-04-05
FMAC-00461,817,77.18,54.96,610084,73,6.937,1,Primary,Cash-Out Refinance,FL,489203,1,0,0,0.511,Current,127.1,2026-04-06
FMAC-00462,682,82.28,56.97,913650,4,6.236,1,Primary,Purchase,AZ,873358,2,0,0,0.544,60-Day DQ,190.34,2026-04-07
FMAC-00463,631,85.82,39.57,774491,76,7.996,1,Primary,Purchase,NC,441293,2,0,1,0.236,60-Day DQ,161.35,2026-04-08
FMAC-00464,694,87.68,48.24,481339,329,7.542,1,Primary,Cash-Out Refinance,NC,395843,2,3,1,0.525,Current,100.28,2026-04-09
FMAC-00465,672,86.33,39.75,743582,77,8.787,1,Primary,Purchase,GA,593985,2,0,1,0.4,Current,154.91,2026-04-10
FMAC-00466,664,79.34,24.63,890506,304,5.92,1,Primary,Cash-Out Refinance,FL,318422,2,0,1,0.501,Current,185.52,2026-04-11
FMAC-00467,722,75.04,33.88,503041,256,8.176,1,Primary,Purchase,TX,909818,1,0,0,0.415,60-Day DQ,104.8,2026-04-12
FMAC-00468,733,75.73,39.32,903271,102,5.101,1,Second Home,Refinance,IL,928017,2,1,0,0.273,Current,188.18,2026-04-13
FMAC-00469,642,75.08,33.45,672610,106,6.367,2,Primary,Purchase,TX,859652,2,0,0,0.424,Current,140.13,2026-04-14
FMAC-00470,639,95.01,35.81,922753,333,5.942,2,Primary,Cash-Out Refinance,OH,1156085,2,0,0,0.366,Current,192.24,2026-04-15
FMAC-00471,660,86.9,37.09,834534,39,7.223,1,Second Home,Refinance,GA,342225,1,6,1,0.3,60-Day DQ,173.86,2026-04-16
FMAC-00472,518,33.89,37.19,714388,314,7.194,1,Primary,Purchase,IL,963039,2,0,1,0.363,Current,148.83,2026-04-17
FMAC-00473,573,87.84,38.52,603321,275,5.419,1,Second Home,Purchase,NY,308222,2,3,1,0.566,Current,125.69,2026-04-18
FMAC-00474,775,80.92,27.39,499204,88,7.29,1,Primary,Purchase,CA,355117,2,0,1,0.437,Current,104.0,2026-04-19
FMAC-00475,795,77.72,30.83,901939,211,6.043,1,Primary,Refinance,IL,1182983,2,0,0,0.502,Current,187.9,2026-04-20
FMAC-00476,662,72.17,25.15,179244,77,5.52,1,Primary,Purchase,PA,933038,2,0,1,0.435,Current,37.34,2026-04-21
FMAC-00477,720,94.86,47.78,571860,77,6.486,1,Primary,Purchase,NY,1114298,2,0,1,0.478,Current,119.14,2026-04-22
FMAC-00478,701,92.21,16.94,467932,28,4.728,2,Primary,Refinance,CA,372659,2,0,0,0.491,Current,97.49,2026-04-23
FMAC-00479,850,66.41,49.54,437395,245,7.618,1,Primary,Purchase,OH,1024303,2,12,1,0.49,Current,91.12,2026-04-24
FMAC-00480,758,84.11,51.86,890238,66,6.433,1,Primary,Purchase,NC,829443,2,6,1,0.512,Current,185.47,2026-04-25
FMAC-00481,671,63.43,34.98,210364,266,6.46,1,Primary,Purchase,CA,507544,1,6,1,0.458,Current,43.83,2026-04-26
FMAC-00482,613,57.31,11.97,903333,205,6.395,1,Primary,Refinance,PA,138872,2,0,0,0.364,Current,188.19,2026-04-27
FMAC-00483,567,68.6,34.39,490259,58,8.476,1,Primary,Cash-Out Refinance,GA,968515,1,12,1,0.388,Current,102.14,2026-04-28
FMAC-00484,694,90.94,37.36,548977,201,8.323,1,Primary,Purchase,CA,647594,1,0,0,0.391,Current,114.37,2026-04-29
FMAC-00485,627,92.3,27.89,482968,225,8.121,1,Primary,Refinance,IL,145693,1,1,0,0.387,Current,100.62,2026-04-30
FMAC-00486,580,85.7,32.85,280065,142,6.398,2,Primary,Purchase,IL,717654,1,0,1,0.396,Current,58.35,2026-05-01
FMAC-00487,634,88.88,53.3,777976,84,5.161,1,Primary,Purchase,GA,431061,2,0,1,0.428,Current,162.08,2026-05-02
FMAC-00488,604,85.74,44.65,132127,143,6.481,2,Investment,Purchase,IL,462512,2,6,1,0.473,Current,27.53,2026-05-03
FMAC-00489,798,68.38,28.75,866885,352,6.877,1,Second Home,Purchase,OH,598109,1,3,0,0.339,Foreclosure,180.6,2026-05-04
FMAC-00490,741,84.48,22.02,941864,33,7.475,4,Primary,Purchase,PA,238519,2,0,1,0.376,Current,196.22,2026-05-05
FMAC-00491,679,90.01,34.73,691650,152,6.873,1,Primary,Cash-Out Refinance,FL,579120,2,0,0,0.484,Current,144.09,2026-05-06
FMAC-00492,783,89.31,35.87,353120,158,5.268,1,Primary,Cash-Out Refinance,FL,251343,2,0,0,0.533,Current,73.57,2026-05-07
FMAC-00493,685,95.83,42.96,718464,141,5.858,1,Primary,Purchase,NC,559091,2,0,1,0.35,Current,149.68,2026-05-08
FMAC-00494,619,88.62,32.65,179122,251,5.749,1,Investment,Purchase,AZ,847405,2,0,1,0.5,Current,37.32,2026-05-09
FMAC-00495,786,83.27,43.11,412548,303,7.147,1,Primary,Cash-Out Refinance,OH,727722,1,0,0,0.617,30-Day DQ,85.95,2026-05-10
FMAC-00496,717,94.05,57.35,424076,112,7.176,1,Investment,Purchase,AZ,812203,1,0,1,0.481,Current,88.35,2026-05-11
FMAC-00497,607,77.6,46.16,701458,144,7.334,1,Primary,Refinance,FL,388365,1,0,1,0.379,Current,146.14,2026-05-12
FMAC-00498,666,64.77,37.52,419851,209,6.861,1,Primary,Purchase,CA,358180,1,0,0,0.556,30-Day DQ,87.47,2026-05-13
FMAC-00499,618,75.55,36.17,562863,224,4.029,2,Primary,Purchase,CA,156467,2,0,0,0.759,Current,117.26,2026-05-14
FMAC-00500,583,66.83,34.43,297912,43,4.429,1,Primary,Purchase,CA,211414,1,0,0,0.609,Current,62.06,2026-05-15
FMAC-00501,744,67.87,49.81,852466,264,6.332,1,Primary,Cash-Out Refinance,IL,143086,1,0,0,0.274,Current,177.6,2026-05-16
FMAC-00502,813,75.83,31.73,315851,244,6.618,1,Primary,Cash-Out Refinance,IL,705432,1,0,0,0.497,Current,65.8,2026-05-17
FMAC-00503,582,66.11,38.45,435933,3,8.004,1,Primary,Purchase,TX,1149214,2,0,0,0.515,Current,90.82,2026-05-18
FMAC-00504,719,73.38,38.51,700804,125,6.593,1,Primary,Refinance,CA,1090749,1,0,0,0.23,Current,146.0,2026-05-19
FMAC-00505,634,49.6,32.98,612245,268,5.329,1,Primary,Purchase,CA,957111,2,0,0,0.581,Current,127.55,2026-05-20
FMAC-00506,645,81.2,24.28,587750,84,7.295,1,Primary,Purchase,NY,953192,1,0,1,0.388,90+ DQ,122.45,2026-05-21
FMAC-00507,638,78.02,41.23,187724,16,6.479,1,Second Home,Refinance,GA,147234,1,0,0,0.572,90+ DQ,39.11,2026-05-22
FMAC-00508,619,65.74,37.39,478008,334,6.018,1,Primary,Refinance,FL,803407,1,1,1,0.452,60-Day DQ,99.58,2026-05-23
FMAC-00509,683,87.89,43.0,355381,59,4.562,1,Primary,Purchase,IL,875471,2,0,1,0.552,90+ DQ,74.04,2026-05-24
FMAC-00510,621,92.06,32.66,918018,177,6.602,1,Investment,Purchase,PA,425148,1,0,1,0.472,Current,191.25,2026-05-25
FMAC-00511,698,53.89,50.21,885684,63,6.775,1,Primary,Cash-Out Refinance,IL,205711,2,0,1,0.5,Current,184.52,2026-05-26
FMAC-00512,676,66.56,29.23,483923,49,5.305,1,Primary,Cash-Out Refinance,PA,1033146,2,0,0,0.533,Current,100.82,2026-05-27
FMAC-00513,663,66.46,55.12,769566,307,7.393,4,Second Home,Refinance,TX,597288,2,1,1,0.314,30-Day DQ,160.33,2026-05-28
FMAC-00514,616,63.9,20.52,607831,246,7.286,3,Second Home,Purchase,PA,348134,1,0,0,0.382,Current,126.63,2026-05-29
FMAC-00515,639,90.44,42.35,779495,289,6.559,1,Primary,Refinance,IL,218778,1,0,1,0.437,Current,162.39,2026-05-30
FMAC-00516,732,75.09,42.75,327541,286,6.514,1,Primary,Purchase,NC,1181679,1,0,0,0.562,60-Day DQ,68.24,2026-05-31
FMAC-00517,715,74.03,30.04,708935,332,7.635,1,Primary,Cash-Out Refinance,IL,1128761,2,0,0,0.443,30-Day DQ,147.69,2026-06-01
FMAC-00518,611,47.94,42.24,639319,15,6.941,1,Primary,Purchase,OH,1163906,2,0,0,0.357,60-Day DQ,133.19,2026-06-02
FMAC-00519,686,87.53,50.8,254001,338,5.657,1,Investment,Purchase,NC,673697,2,1,0,0.382,Current,52.92,2026-06-03
FMAC-00520,732,59.41,15.83,407891,255,6.263,1,Primary,Purchase,CA,326270,2,6,1,0.515,Current,84.98,2026-06-04
FMAC-00521,563,78.9,43.03,531067,92,7.168,1,Primary,Refinance,FL,100184,2,0,0,0.366,Current,110.64,2026-06-05
FMAC-00522,718,82.16,13.07,397455,279,4.061,1,Primary,Refinance,PA,589139,2,1,0,0.613,Current,82.8,2026-06-06
FMAC-00523,633,98.41,28.34,585329,206,5.382,1,Primary,Purchase,IL,221529,1,0,0,0.479,Current,121.94,2026-06-07
FMAC-00524,719,58.37,54.29,840691,94,7.319,1,Investment,Refinance,IL,155810,2,6,0,0.553,Current,175.14,2026-06-08
FMAC-00525,626,32.71,32.18,145867,225,7.951,1,Primary,Cash-Out Refinance,PA,1137825,1,1,0,0.308,Current,30.39,2026-06-09
FMAC-00526,553,80.76,26.26,168780,301,7.725,1,Investment,Purchase,AZ,659408,2,0,1,0.535,Current,35.16,2026-06-10
FMAC-00527,566,105.0,36.02,137196,318,7.572,1,Primary,Refinance,FL,803844,1,0,1,0.495,Current,28.58,2026-06-11
FMAC-00528,683,96.58,58.68,677993,199,6.656,1,Primary,Cash-Out Refinance,NY,180528,1,0,1,0.39,90+ DQ,141.25,2026-06-12
FMAC-00529,698,81.14,19.68,924326,271,5.265,1,Second Home,Purchase,GA,286185,2,0,0,0.402,Current,192.57,2026-06-13
FMAC-00530,616,70.63,27.49,580653,234,6.264,1,Second Home,Purchase,CA,284168,2,0,1,0.642,Current,120.97,2026-06-14
FMAC-00531,724,90.11,52.97,356735,46,4.108,1,Second Home,Purchase,NC,215742,1,3,0,0.445,Current,74.32,2026-06-15
FMAC-00532,563,63.4,56.58,701535,64,8.061,1,Second Home,Purchase,IL,772445,1,3,0,0.408,Current,146.15,2026-06-16
FMAC-00533,675,85.15,36.97,784253,230,5.519,1,Primary,Purchase,TX,408623,2,0,0,0.514,Current,163.39,2026-06-17
FMAC-00534,595,85.58,25.61,80727,249,5.86,1,Primary,Refinance,FL,703672,2,12,1,0.467,30-Day DQ,16.82,2026-06-18
FMAC-00535,634,93.9,58.96,123822,246,7.77,1,Investment,Refinance,PA,869867,2,1,1,0.467,60-Day DQ,25.8,2026-06-19
FMAC-00536,683,105.0,53.94,445543,75,4.562,1,Primary,Purchase,IL,933297,2,0,1,0.424,Current,92.82,2026-06-20
FMAC-00537,619,83.89,44.79,192113,157,5.073,2,Primary,Refinance,NC,671692,1,0,1,0.69,90+ DQ,40.02,2026-06-21
FMAC-00538,653,70.37,29.88,299606,223,6.822,3,Primary,Refinance,TX,943855,2,0,0,0.345,Current,62.42,2026-06-22
FMAC-00539,750,77.62,37.51,472575,190,7.124,1,Primary,Cash-Out Refinance,GA,190947,2,0,0,0.401,Current,98.45,2026-06-23
FMAC-00540,639,51.46,36.4,470732,52,6.414,4,Second Home,Purchase,GA,1179728,2,0,0,0.3,Current,98.07,2026-06-24
FMAC-00541,738,67.58,41.31,664379,88,6.453,1,Primary,Refinance,NC,466014,1,0,1,0.546,30-Day DQ,138.41,2026-06-25
FMAC-00542,600,71.86,52.51,553594,313,8.022,1,Second Home,Cash-Out Refinance,FL,392881,2,1,1,0.568,Current,115.33,2026-06-26
FMAC-00543,717,70.14,46.79,234591,339,7.264,1,Primary,Purchase,TX,678613,2,1,0,0.61,Current,48.87,2026-06-27
FMAC-00544,780,80.29,27.23,490609,66,7.101,2,Primary,Purchase,PA,968591,2,0,0,0.529,Current,102.21,2026-06-28
FMAC-00545,506,65.66,51.76,285603,150,7.431,1,Primary,Purchase,TX,815597,2,3,1,0.366,Current,59.5,2026-06-29
FMAC-00546,624,94.82,41.13,259006,20,6.139,1,Primary,Cash-Out Refinance,OH,1190391,2,0,1,0.455,Current,53.96,2026-06-30
FMAC-00547,720,78.0,44.87,452949,33,9.108,1,Primary,Purchase,PA,558213,2,2,0,0.303,Current,94.36,2026-07-01
FMAC-00548,665,77.86,52.67,239912,328,3.731,1,Primary,Cash-Out Refinance,CA,1143030,1,0,0,0.429,Current,49.98,2026-07-02
FMAC-00549,705,73.08,26.88,693655,281,8.25,1,Primary,Cash-Out Refinance,NY,818596,1,0,1,0.34,Current,144.51,2026-07-03
FMAC-00550,637,80.33,37.64,93265,46,7.583,1,Primary,Purchase,CA,122743,2,2,0,0.488,Current,19.43,2026-07-04
FMAC-00551,686,90.38,32.69,478640,73,6.798,1,Primary,Refinance,NY,943171,2,0,0,0.341,Current,99.72,2026-07-05
FMAC-00552,669,64.99,22.32,493841,354,6.596,1,Primary,Purchase,CA,1093830,1,0,0,0.208,Current,102.88,2026-07-06
FMAC-00553,761,68.13,41.47,683910,313,6.313,1,Primary,Purchase,TX,1131109,2,0,0,0.322,60-Day DQ,142.48,2026-07-07
FMAC-00554,697,73.44,63.12,764547,343,7.824,1,Primary,Refinance,FL,984588,1,0,0,0.469,Current,159.28,2026-07-08
FMAC-00555,703,57.81,19.6,378073,133,6.452,1,Second Home,Refinance,NC,754563,1,12,1,0.27,Current,78.77,2026-07-09
FMAC-00556,651,65.71,37.68,404036,55,5.627,1,Primary,Purchase,IL,130339,2,0,0,0.428,Current,84.17,2026-07-10
FMAC-00557,645,70.86,44.41,755899,61,7.582,1,Second Home,Refinance,NY,1182697,2,2,0,0.358,Current,157.48,2026-07-11
FMAC-00558,649,91.12,39.23,398774,345,8.402,1,Second Home,Purchase,IL,536211,1,0,1,0.39,Paid Off,83.08,2026-07-12
FMAC-00559,707,81.94,36.87,301711,8,4.187,1,Primary,Purchase,OH,1069536,2,0,1,0.556,Current,62.86,2026-07-13
FMAC-00560,650,80.9,25.01,566626,272,9.329,1,Second Home,Purchase,OH,1067335,2,0,0,0.367,Current,118.05,2026-07-14
FMAC-00561,700,90.76,40.33,250457,246,5.256,2,Primary,Purchase,IL,1190022,2,0,1,0.475,Current,52.18,2026-07-15
FMAC-00562,825,75.94,30.43,735313,176,5.348,2,Investment,Cash-Out Refinance,OH,538894,1,0,0,0.392,Current,153.19,2026-07-16
FMAC-00563,740,83.86,16.1,691868,116,5.006,1,Investment,Refinance,PA,1038202,2,0,0,0.59,Current,144.14,2026-07-17
FMAC-00564,657,76.45,49.95,419606,317,6.501,1,Primary,Purchase,IL,860528,2,0,0,0.264,Paid Off,87.42,2026-07-18
FMAC-00565,764,81.98,47.58,717684,271,4.964,2,Primary,Purchase,OH,183404,1,0,0,0.58,90+ DQ,149.52,2026-07-19
FMAC-00566,651,69.26,38.52,439181,193,5.11,2,Primary,Purchase,NY,608594,2,0,1,0.61,Current,91.5,2026-07-20
FMAC-00567,537,41.42,40.29,175310,150,5.674,2,Primary,Purchase,FL,876716,2,0,1,0.707,Current,36.52,2026-07-21
FMAC-00568,609,75.99,48.74,236080,131,6.666,1,Primary,Refinance,OH,1118155,1,0,1,0.358,30-Day DQ,49.18,2026-07-22
FMAC-00569,549,99.34,40.24,391072,102,6.782,1,Primary,Cash-Out Refinance,IL,391190,2,0,1,0.373,Current,81.47,2026-07-23
FMAC-00570,655,91.89,47.04,818456,310,7.989,1,Primary,Refinance,NY,319368,2,0,1,0.386,Current,170.51,2026-07-24
FMAC-00571,681,92.48,35.03,169876,270,7.962,1,Primary,Purchase,IL,1149213,2,0,0,0.379,Current,35.39,2026-07-25
FMAC-00572,797,96.54,51.12,629264,292,7.73,1,Investment,Purchase,GA,450857,2,0,0,0.474,Current,131.1,2026-07-26
FMAC-00573,702,79.33,41.21,849302,210,6.186,1,Second Home,Purchase,TX,1099291,1,0,1,0.505,Current,176.94,2026-07-27
FMAC-00574,664,80.96,39.94,467128,338,4.291,1,Primary,Purchase,TX,1041260,2,0,1,0.493,Current,97.32,2026-07-28
FMAC-00575,738,68.74,25.3,762986,67,4.264,1,Primary,Purchase,TX,552685,1,0,1,0.52,Paid Off,158.96,2026-07-29
FMAC-00576,525,73.26,40.87,440400,10,7.721,1,Primary,Purchase,CA,177185,2,2,1,0.484,Current,91.75,2026-07-30
FMAC-00577,696,87.24,29.68,442681,49,7.513,1,Primary,Purchase,PA,1013601,1,0,1,0.273,90+ DQ,92.23,2026-07-31
FMAC-00578,733,96.06,31.62,270861,111,5.76,1,Second Home,Refinance,IL,1094406,1,0,0,0.446,Current,56.43,2026-08-01
FMAC-00579,576,75.91,29.85,713619,321,4.771,1,Primary,Refinance,PA,812515,2,0,0,0.565,Current,148.67,2026-08-02
FMAC-00580,760,71.25,27.34,799005,219,5.243,1,Primary,Purchase,IL,478337,1,0,0,0.384,Current,166.46,2026-08-03
FMAC-00581,703,78.01,59.25,331666,57,6.71,1,Investment,Refinance,GA,206745,2,1,1,0.078,Current,69.1,2026-08-04
FMAC-00582,650,87.02,51.31,349670,283,6.712,1,Investment,Purchase,OH,695144,2,0,1,0.576,Current,72.85,2026-08-05
FMAC-00583,724,56.34,57.2,708151,113,7.751,1,Primary,Purchase,CA,1094764,2,0,0,0.388,60-Day DQ,147.53,2026-08-06
FMAC-00584,838,43.56,25.77,279121,133,5.96,1,Primary,Refinance,FL,401355,2,0,0,0.336,Current,58.15,2026-08-07
FMAC-00585,692,69.74,38.71,415510,71,6.207,1,Primary,Purchase,IL,403561,1,0,1,0.544,Current,86.56,2026-08-08
FMAC-00586,697,59.69,25.06,532333,83,7.85,1,Primary,Cash-Out Refinance,NY,840018,1,0,1,0.365,Current,110.9,2026-08-09
FMAC-00587,647,70.38,31.04,136096,57,3.95,1,Investment,Purchase,OH,293899,1,0,0,0.439,90+ DQ,28.35,2026-08-10
FMAC-00588,620,75.78,28.82,743270,349,6.881,2,Primary,Refinance,NC,1048941,2,0,0,0.462,Current,154.85,2026-08-11
